,Year,Area_ID,Crime_Code_Description,Count
828,2012,14,FAMILIAL CRIME,51
829,2012,14,FAMILIAL CRIMES,33
830,2012,14,FRAUD,1199
831,2012,14,GAMBLING,31
832,2012,14,KIDNAPPING,2
833,2012,14,MURDER,5
834,2012,14,OTHER,731
835,2012,14,ROBBERY,296
836,2012,14,SEXUAL CRIMES,200
837,2012,14,THEFT,2074
838,2012,14,VANDALISM,966
839,2012,14,WEAPON,55
840,2012,15,ASSAULT,881
841,2012,15,BATTERY,977
842,2012,15,BURGLARY,2053
843,2012,15,FAMILIAL CRIME,141
844,2012,15,FAMILIAL CRIMES,44
845,2012,15,FRAUD,1544
846,2012,15,GAMBLING,10
847,2012,15,KIDNAPPING,10
848,2012,15,MURDER,9
849,2012,15,OTHER,816
850,2012,15,ROBBERY,245
851,2012,15,SEXUAL CRIMES,322
852,2012,15,THEFT,2017
853,2012,15,VANDALISM,1169
854,2012,15,WEAPON,57
855,2012,16,ASSAULT,856
856,2012,16,BATTERY,609
857,2012,16,BURGLARY,1122
858,2012,16,FAMILIAL CRIME,173
859,2012,16,FAMILIAL CRIMES,44
860,2012,16,FRAUD,950
861,2012,16,GAMBLING,26
862,2012,16,KIDNAPPING,16
863,2012,16,MURDER,18
864,2012,16,OTHER,732
865,2012,16,ROBBERY,211
866,2012,16,SEXUAL CRIMES,238
867,2012,16,THEFT,1612
868,2012,16,VANDALISM,829
869,2012,16,WEAPON,62
870,2012,17,ASSAULT,606
871,2012,17,BATTERY,718
872,2012,17,BURGLARY,2070
873,2012,17,FAMILIAL CRIME,95
874,2012,17,FAMILIAL CRIMES,27
875,2012,17,FRAUD,1260
876,2012,17,GAMBLING,60
877,2012,17,KIDNAPPING,11
878,2012,17,MURDER,7
879,2012,17,OTHER,765
880,2012,17,ROBBERY,150
881,2012,17,SEXUAL CRIMES,245
882,2012,17,THEFT,1743
883,2012,17,VANDALISM,895
884,2012,17,WEAPON,64
885,2012,18,ASSAULT,1605
886,2012,18,BATTERY,1296
887,2012,18,BURGLARY,1539
888,2012,18,FAMILIAL CRIME,191
889,2012,18,FAMILIAL CRIMES,97
890,2012,18,FRAUD,555
891,2012,18,GAMBLING,3
892,2012,18,KIDNAPPING,30
893,2012,18,MURDER,43
894,2012,18,OTHER,861
895,2012,18,ROBBERY,833
896,2012,18,SEXUAL CRIMES,207
897,2012,18,THEFT,1493
898,2012,18,VANDALISM,993
899,2012,18,WEAPON,147
900,2012,19,ASSAULT,975
901,2012,19,BATTERY,1231
902,2012,19,BURGLARY,1650
903,2012,19,FAMILIAL CRIME,279
904,2012,19,FAMILIAL CRIMES,90
905,2012,19,FRAUD,1187
906,2012,19,GAMBLING,43
907,2012,19,KIDNAPPING,22
908,2012,19,MURDER,13
909,2012,19,OTHER,916
910,2012,19,ROBBERY,344
911,2012,19,SEXUAL CRIMES,294
912,2012,19,THEFT,1755
913,2012,19,VANDALISM,1025
914,2012,19,WEAPON,72
915,2012,20,ASSAULT,726
916,2012,20,BATTERY,1201
917,2012,20,BURGLARY,1208
918,2012,20,FAMILIAL CRIME,110
919,2012,20,FAMILIAL CRIMES,63
920,2012,20,FRAUD,964
921,2012,20,GAMBLING,32
922,2012,20,KIDNAPPING,18
923,2012,20,MURDER,14
924,2012,20,OTHER,627
925,2012,20,ROBBERY,562
926,2012,20,SEXUAL CRIMES,208
927,2012,20,THEFT,1444
928,2012,20,VANDALISM,702
929,2012,20,WEAPON,63
930,2012,21,ASSAULT,661
931,2012,21,BATTERY,644
932,2012,21,BURGLARY,1537
933,2012,21,FAMILIAL CRIME,86
934,2012,21,FAMILIAL CRIMES,28
935,2012,21,FRAUD,1794
936,2012,21,GAMBLING,59
937,2012,21,KIDNAPPING,12
938,2012,21,MURDER,5
939,2012,21,OTHER,703
940,2012,21,ROBBERY,161
941,2012,21,SEXUAL CRIMES,310
942,2012,21,THEFT,1368
943,2012,21,VANDALISM,792
944,2012,21,WEAPON,50
945,2013,1,ASSAULT,686
946,2013,1,BATTERY,1356
947,2013,1,BURGLARY,763
948,2013,1,FAMILIAL CRIME,25
949,2013,1,FAMILIAL CRIMES,5
950,2013,1,FRAUD,530
951,2013,1,GAMBLING,53
952,2013,1,KIDNAPPING,15
953,2013,1,MURDER,8
954,2013,1,OTHER,714
955,2013,1,ROBBERY,421
956,2013,1,SEXUAL CRIMES,148
957,2013,1,THEFT,1211
958,2013,1,VANDALISM,638
959,2013,1,WEAPON,79
960,2013,2,ASSAULT,1233
961,2013,2,BATTERY,934
962,2013,2,BURGLARY,916
963,2013,2,FAMILIAL CRIME,92
964,2013,2,FAMILIAL CRIMES,44
965,2013,2,FRAUD,717
966,2013,2,GAMBLING,45
967,2013,2,KIDNAPPING,22
968,2013,2,MURDER,13
969,2013,2,OTHER,727
970,2013,2,ROBBERY,596
971,2013,2,SEXUAL CRIMES,182
972,2013,2,THEFT,1231
973,2013,2,VANDALISM,748
974,2013,2,WEAPON,68
975,2013,3,ASSAULT,1111
976,2013,3,BATTERY,1734
977,2013,3,BURGLARY,1751
978,2013,3,FAMILIAL CRIME,151
979,2013,3,FAMILIAL CRIMES,72
980,2013,3,FRAUD,1076
981,2013,3,GAMBLING,13
982,2013,3,KIDNAPPING,14
983,2013,3,MURDER,26
984,2013,3,OTHER,984
985,2013,3,ROBBERY,738
986,2013,3,SEXUAL CRIMES,251
987,2013,3,THEFT,1877
988,2013,3,VANDALISM,1149
989,2013,3,WEAPON,75
990,2013,4,ASSAULT,664
991,2013,4,BATTERY,806
992,2013,4,BURGLARY,758
993,2013,4,FAMILIAL CRIME,131
994,2013,4,FAMILIAL CRIMES,51
995,2013,4,FRAUD,469
996,2013,4,GAMBLING,33
997,2013,4,KIDNAPPING,16
998,2013,4,MURDER,17
999,2013,4,OTHER,551
1000,2013,4,ROBBERY,268
1001,2013,4,SEXUAL CRIMES,140
1002,2013,4,THEFT,1454
1003,2013,4,VANDALISM,707
1004,2013,4,WEAPON,64
1005,2013,5,ASSAULT,918
1006,2013,5,BATTERY,602
1007,2013,5,BURGLARY,1310
1008,2013,5,FAMILIAL CRIME,118
1009,2013,5,FAMILIAL CRIMES,37
1010,2013,5,FRAUD,678
1011,2013,5,GAMBLING,38
1012,2013,5,KIDNAPPING,11
1013,2013,5,MURDER,13
1014,2013,5,OTHER,712
1015,2013,5,ROBBERY,227
1016,2013,5,SEXUAL CRIMES,124
1017,2013,5,THEFT,1770
1018,2013,5,VANDALISM,925
1019,2013,5,WEAPON,94
1020,2013,6,ASSAULT,733
1021,2013,6,BATTERY,1069
1022,2013,6,BURGLARY,1113
1023,2013,6,FAMILIAL CRIME,48
1024,2013,6,FAMILIAL CRIMES,8
1025,2013,6,FRAUD,833
1026,2013,6,GAMBLING,20
1027,2013,6,KIDNAPPING,9
1028,2013,6,MURDER,7
1029,2013,6,OTHER,657
1030,2013,6,ROBBERY,383
1031,2013,6,SEXUAL CRIMES,237
1032,2013,6,THEFT,1567
1033,2013,6,VANDALISM,819
1034,2013,6,WEAPON,52
1035,2013,7,ASSAULT,435
1036,2013,7,BATTERY,789
1037,2013,7,BURGLARY,1548
1038,2013,7,FAMILIAL CRIME,48
1039,2013,7,FAMILIAL CRIMES,21
1040,2013,7,FRAUD,1112
1041,2013,7,GAMBLING,54
1042,2013,7,KIDNAPPING,7
1043,2013,7,MURDER,6
1044,2013,7,OTHER,543
1045,2013,7,ROBBERY,312
1046,2013,7,SEXUAL CRIMES,155
1047,2013,7,THEFT,1533
1048,2013,7,VANDALISM,614
1049,2013,7,WEAPON,37
1050,2013,8,ASSAULT,344
1051,2013,8,BATTERY,738
1052,2013,8,BURGLARY,1760
1053,2013,8,FAMILIAL CRIME,26
1054,2013,8,FAMILIAL CRIMES,16
1055,2013,8,FRAUD,1095
1056,2013,8,GAMBLING,18
1057,2013,8,KIDNAPPING,4
1058,2013,8,MURDER,3
1059,2013,8,OTHER,568
1060,2013,8,ROBBERY,134
1061,2013,8,SEXUAL CRIMES,202
1062,2013,8,THEFT,1574
1063,2013,8,VANDALISM,703
1064,2013,8,WEAPON,33
1065,2013,9,ASSAULT,803
1066,2013,9,BATTERY,785
1067,2013,9,BURGLARY,1651
1068,2013,9,FAMILIAL CRIME,103
1069,2013,9,FAMILIAL CRIMES,21
1070,2013,9,FRAUD,1363
1071,2013,9,GAMBLING,2
1072,2013,9,KIDNAPPING,8
1073,2013,9,MURDER,4
1074,2013,9,OTHER,710
1075,2013,9,ROBBERY,193
1076,2013,9,SEXUAL CRIMES,248
1077,2013,9,THEFT,1590
1078,2013,9,VANDALISM,847
1079,2013,9,WEAPON,62
1080,2013,10,ASSAULT,699
1081,2013,10,BATTERY,628
1082,2013,10,BURGLARY,1622
1083,2013,10,FAMILIAL CRIME,113
1084,2013,10,FAMILIAL CRIMES,34
1085,2013,10,FRAUD,1183
1086,2013,10,GAMBLING,52
1087,2013,10,KIDNAPPING,22
1088,2013,10,MURDER,4
1089,2013,10,OTHER,757
1090,2013,10,ROBBERY,190
1091,2013,10,SEXUAL CRIMES,242
1092,2013,10,THEFT,1240
1093,2013,10,VANDALISM,800
1094,2013,10,WEAPON,64
1095,2013,11,ASSAULT,804
1096,2013,11,BATTERY,723
1097,2013,11,BURGLARY,1480
1098,2013,11,FAMILIAL CRIME,114
1099,2013,11,FAMILIAL CRIMES,43
1100,2013,11,FRAUD,1098
1101,2013,11,GAMBLING,43
1102,2013,11,KIDNAPPING,6
1103,2013,11,MURDER,9
1104,2013,11,OTHER,709
1105,2013,11,ROBBERY,232
1106,2013,11,SEXUAL CRIMES,223
1107,2013,11,THEFT,1918
1108,2013,11,VANDALISM,1023
1109,2013,11,WEAPON,70
1110,2013,12,ASSAULT,1598
1111,2013,12,BATTERY,1986
1112,2013,12,BURGLARY,2218
1113,2013,12,FAMILIAL CRIME,211
1114,2013,12,FAMILIAL CRIMES,86
1115,2013,12,FRAUD,1002
1116,2013,12,GAMBLING,37
1117,2013,12,KIDNAPPING,25
1118,2013,12,MURDER,38
1119,2013,12,OTHER,1062
1120,2013,12,ROBBERY,988
1121,2013,12,SEXUAL CRIMES,264
1122,2013,12,THEFT,2162
1123,2013,12,VANDALISM,1192
1124,2013,12,WEAPON,144
1125,2013,13,ASSAULT,866
1126,2013,13,BATTERY,1064
1127,2013,13,BURGLARY,1339
1128,2013,13,FAMILIAL CRIME,119
1129,2013,13,FAMILIAL CRIMES,53
1130,2013,13,FRAUD,435
1131,2013,13,GAMBLING,49
1132,2013,13,KIDNAPPING,17
1133,2013,13,MURDER,14
1134,2013,13,OTHER,718
1135,2013,13,ROBBERY,630
1136,2013,13,SEXUAL CRIMES,118
1137,2013,13,THEFT,1810
1138,2013,13,VANDALISM,713
1139,2013,13,WEAPON,65
1140,2013,14,ASSAULT,485
1141,2013,14,BATTERY,857
1142,2013,14,BURGLARY,1912
1143,2013,14,FAMILIAL CRIME,54
1144,2013,14,FAMILIAL CRIMES,28
1145,2013,14,FRAUD,1154
1146,2013,14,GAMBLING,41
1147,2013,14,KIDNAPPING,5
1148,2013,14,MURDER,6
1149,2013,14,OTHER,698
1150,2013,14,ROBBERY,283
1151,2013,14,SEXUAL CRIMES,190
1152,2013,14,THEFT,2037
1153,2013,14,VANDALISM,908
1154,2013,14,WEAPON,45
1155,2013,15,ASSAULT,764
1156,2013,15,BATTERY,893
1157,2013,15,BURGLARY,2254
1158,2013,15,FAMILIAL CRIME,79
1159,2013,15,FAMILIAL CRIMES,46
1160,2013,15,FRAUD,1512
1161,2013,15,GAMBLING,17
1162,2013,15,KIDNAPPING,14
1163,2013,15,MURDER,2
1164,2013,15,OTHER,866
1165,2013,15,ROBBERY,236
1166,2013,15,SEXUAL CRIMES,273
1167,2013,15,THEFT,1954
1168,2013,15,VANDALISM,1017
1169,2013,15,WEAPON,55
1170,2013,16,ASSAULT,761
1171,2013,16,BATTERY,535
1172,2013,16,BURGLARY,1229
1173,2013,16,FAMILIAL CRIME,154
1174,2013,16,FAMILIAL CRIMES,52
1175,2013,16,FRAUD,843
1176,2013,16,GAMBLING,35
1177,2013,16,KIDNAPPING,15
1178,2013,16,MURDER,10
1179,2013,16,OTHER,619
1180,2013,16,ROBBERY,182
1181,2013,16,SEXUAL CRIMES,195
1182,2013,16,THEFT,1574
1183,2013,16,VANDALISM,807
1184,2013,16,WEAPON,71
1185,2013,17,ASSAULT,569
1186,2013,17,BATTERY,598
1187,2013,17,BURGLARY,1863
1188,2013,17,FAMILIAL CRIME,66
1189,2013,17,FAMILIAL CRIMES,20
1190,2013,17,FRAUD,1426
1191,2013,17,GAMBLING,78
1192,2013,17,KIDNAPPING,7
1193,2013,17,MURDER,4
1194,2013,17,OTHER,737
1195,2013,17,ROBBERY,147
1196,2013,17,SEXUAL CRIMES,196
1197,2013,17,THEFT,1507
1198,2013,17,VANDALISM,789
1199,2013,17,WEAPON,29
1200,2013,18,ASSAULT,1595
1201,2013,18,BATTERY,1236
1202,2013,18,BURGLARY,1546
1203,2013,18,FAMILIAL CRIME,151
1204,2013,18,FAMILIAL CRIMES,90
1205,2013,18,FRAUD,473
1206,2013,18,GAMBLING,4
1207,2013,18,KIDNAPPING,28
1208,2013,18,MURDER,47
1209,2013,18,OTHER,713
1210,2013,18,ROBBERY,720
1211,2013,18,SEXUAL CRIMES,183
1212,2013,18,THEFT,1651
1213,2013,18,VANDALISM,1034
1214,2013,18,WEAPON,141
1215,2013,19,ASSAULT,973
1216,2013,19,BATTERY,963
1217,2013,19,BURGLARY,1698
1218,2013,19,FAMILIAL CRIME,203
1219,2013,19,FAMILIAL CRIMES,80
1220,2013,19,FRAUD,1199
1221,2013,19,GAMBLING,52
1222,2013,19,KIDNAPPING,14
1223,2013,19,MURDER,12
1224,2013,19,OTHER,891
1225,2013,19,ROBBERY,331
1226,2013,19,SEXUAL CRIMES,254
1227,2013,19,THEFT,1816
1228,2013,19,VANDALISM,1028
1229,2013,19,WEAPON,61
1230,2013,20,ASSAULT,708
1231,2013,20,BATTERY,1319
1232,2013,20,BURGLARY,1019
1233,2013,20,FAMILIAL CRIME,96
1234,2013,20,FAMILIAL CRIMES,66
1235,2013,20,FRAUD,879
1236,2013,20,GAMBLING,38
1237,2013,20,KIDNAPPING,16
1238,2013,20,MURDER,4
1239,2013,20,OTHER,591
1240,2013,20,ROBBERY,499
1241,2013,20,SEXUAL CRIMES,198
1242,2013,20,THEFT,1393
1243,2013,20,VANDALISM,758
1244,2013,20,WEAPON,42
1245,2013,21,ASSAULT,713
1246,2013,21,BATTERY,627
1247,2013,21,BURGLARY,1686
1248,2013,21,FAMILIAL CRIME,86
1249,2013,21,FAMILIAL CRIMES,36
1250,2013,21,FRAUD,1747
1251,2013,21,GAMBLING,70
1252,2013,21,KIDNAPPING,3
1253,2013,21,MURDER,3
1254,2013,21,OTHER,719
1255,2013,21,ROBBERY,158
1256,2013,21,SEXUAL CRIMES,266
1257,2013,21,THEFT,1355
1258,2013,21,VANDALISM,811
1259,2013,21,WEAPON,34
1260,2014,1,ASSAULT,908
1261,2014,1,BATTERY,1509
1262,2014,1,BURGLARY,753
1263,2014,1,FAMILIAL CRIME,22
1264,2014,1,FAMILIAL CRIMES,5
1265,2014,1,FRAUD,581
1266,2014,1,GAMBLING,65
1267,2014,1,KIDNAPPING,6
1268,2014,1,MURDER,6
1269,2014,1,OTHER,744
1270,2014,1,ROBBERY,479
1271,2014,1,SEXUAL CRIMES,178
1272,2014,1,THEFT,1300
1273,2014,1,VANDALISM,710
1274,2014,1,WEAPON,83
1275,2014,2,ASSAULT,1308
1276,2014,2,BATTERY,1018
1277,2014,2,BURGLARY,1149
1278,2014,2,FAMILIAL CRIME,76
1279,2014,2,FAMILIAL CRIMES,44
1280,2014,2,FRAUD,685
1281,2014,2,GAMBLING,54
1282,2014,2,KIDNAPPING,21
1283,2014,2,MURDER,14
1284,2014,2,OTHER,683
1285,2014,2,ROBBERY,499
1286,2014,2,SEXUAL CRIMES,217
1287,2014,2,THEFT,1286
1288,2014,2,VANDALISM,807
1289,2014,2,WEAPON,67
1290,2014,3,ASSAULT,1407
1291,2014,3,BATTERY,1705
1292,2014,3,BURGLARY,1617
1293,2014,3,FAMILIAL CRIME,135
1294,2014,3,FAMILIAL CRIMES,47
1295,2014,3,FRAUD,1248
1296,2014,3,GAMBLING,58
1297,2014,3,KIDNAPPING,20
1298,2014,3,MURDER,25
1299,2014,3,OTHER,1049
1300,2014,3,ROBBERY,744
1301,2014,3,SEXUAL CRIMES,296
1302,2014,3,THEFT,1885
1303,2014,3,VANDALISM,1164
1304,2014,3,WEAPON,123
1305,2014,4,ASSAULT,903
1306,2014,4,BATTERY,705
1307,2014,4,BURGLARY,695
1308,2014,4,FAMILIAL CRIME,101
1309,2014,4,FAMILIAL CRIMES,34
1310,2014,4,FRAUD,446
1311,2014,4,GAMBLING,41
1312,2014,4,KIDNAPPING,13
1313,2014,4,MURDER,16
1314,2014,4,OTHER,597
1315,2014,4,ROBBERY,281
1316,2014,4,SEXUAL CRIMES,133
1317,2014,4,THEFT,1575
1318,2014,4,VANDALISM,708
1319,2014,4,WEAPON,103
1320,2014,5,ASSAULT,945
1321,2014,5,BATTERY,690
1322,2014,5,BURGLARY,1192
1323,2014,5,FAMILIAL CRIME,150
1324,2014,5,FAMILIAL CRIMES,36
1325,2014,5,FRAUD,602
1326,2014,5,GAMBLING,45
1327,2014,5,KIDNAPPING,15
1328,2014,5,MURDER,5
1329,2014,5,OTHER,711
1330,2014,5,ROBBERY,232
1331,2014,5,SEXUAL CRIMES,170
1332,2014,5,THEFT,1692
1333,2014,5,VANDALISM,887
1334,2014,5,WEAPON,74
1335,2014,6,ASSAULT,799
1336,2014,6,BATTERY,1080
1337,2014,6,BURGLARY,1216
1338,2014,6,FAMILIAL CRIME,41
1339,2014,6,FAMILIAL CRIMES,14
1340,2014,6,FRAUD,717
1341,2014,6,GAMBLING,41
1342,2014,6,KIDNAPPING,10
1343,2014,6,MURDER,7
1344,2014,6,OTHER,622
1345,2014,6,ROBBERY,375
1346,2014,6,SEXUAL CRIMES,255
1347,2014,6,THEFT,1489
1348,2014,6,VANDALISM,843
1349,2014,6,WEAPON,68
1350,2014,7,ASSAULT,547
1351,2014,7,BATTERY,748
1352,2014,7,BURGLARY,1519
1353,2014,7,FAMILIAL CRIME,92
1354,2014,7,FAMILIAL CRIMES,27
1355,2014,7,FRAUD,966
1356,2014,7,GAMBLING,93
1357,2014,7,KIDNAPPING,13
1358,2014,7,MURDER,8
1359,2014,7,OTHER,552
1360,2014,7,ROBBERY,297
1361,2014,7,SEXUAL CRIMES,192
1362,2014,7,THEFT,1473
1363,2014,7,VANDALISM,703
1364,2014,7,WEAPON,43
1365,2014,8,ASSAULT,335
1366,2014,8,BATTERY,756
1367,2014,8,BURGLARY,1694
1368,2014,8,FAMILIAL CRIME,25
1369,2014,8,FAMILIAL CRIMES,10
1370,2014,8,FRAUD,1101
1371,2014,8,GAMBLING,82
1372,2014,8,KIDNAPPING,3
1373,2014,8,MURDER,4
1374,2014,8,OTHER,586
1375,2014,8,ROBBERY,128
1376,2014,8,SEXUAL CRIMES,222
1377,2014,8,THEFT,1546
1378,2014,8,VANDALISM,739
1379,2014,8,WEAPON,37
1380,2014,9,ASSAULT,975
1381,2014,9,BATTERY,853
1382,2014,9,BURGLARY,1374
1383,2014,9,FAMILIAL CRIME,97
1384,2014,9,FAMILIAL CRIMES,32
1385,2014,9,FRAUD,1305
1386,2014,9,GAMBLING,18
1387,2014,9,KIDNAPPING,11
1388,2014,9,MURDER,7
1389,2014,9,OTHER,840
1390,2014,9,ROBBERY,215
1391,2014,9,SEXUAL CRIMES,226
1392,2014,9,THEFT,1538
1393,2014,9,VANDALISM,909
1394,2014,9,WEAPON,57
1395,2014,10,ASSAULT,789
1396,2014,10,BATTERY,571
1397,2014,10,BURGLARY,1391
1398,2014,10,FAMILIAL CRIME,79
1399,2014,10,FAMILIAL CRIMES,21
1400,2014,10,FRAUD,1106
1401,2014,10,GAMBLING,92
1402,2014,10,KIDNAPPING,9
1403,2014,10,MURDER,4
1404,2014,10,OTHER,714
1405,2014,10,ROBBERY,200
1406,2014,10,SEXUAL CRIMES,218
1407,2014,10,THEFT,1361
1408,2014,10,VANDALISM,712
1409,2014,10,WEAPON,47
1410,2014,11,ASSAULT,900
1411,2014,11,BATTERY,788
1412,2014,11,BURGLARY,1504
1413,2014,11,FAMILIAL CRIME,93
1414,2014,11,FAMILIAL CRIMES,26
1415,2014,11,FRAUD,1069
1416,2014,11,GAMBLING,76
1417,2014,11,KIDNAPPING,9
1418,2014,11,MURDER,7
1419,2014,11,OTHER,831
1420,2014,11,ROBBERY,298
1421,2014,11,SEXUAL CRIMES,249
1422,2014,11,THEFT,1998
1423,2014,11,VANDALISM,1120
1424,2014,11,WEAPON,43
1425,2014,12,ASSAULT,2423
1426,2014,12,BATTERY,1559
1427,2014,12,BURGLARY,1739
1428,2014,12,FAMILIAL CRIME,224
1429,2014,12,FAMILIAL CRIMES,63
1430,2014,12,FRAUD,905
1431,2014,12,GAMBLING,121
1432,2014,12,KIDNAPPING,30
1433,2014,12,MURDER,50
1434,2014,12,OTHER,1191
1435,2014,12,ROBBERY,1014
1436,2014,12,SEXUAL CRIMES,286
1437,2014,12,THEFT,2061
1438,2014,12,VANDALISM,1447
1439,2014,12,WEAPON,154
1440,2014,13,ASSAULT,1375
1441,2014,13,BATTERY,962
1442,2014,13,BURGLARY,1173
1443,2014,13,FAMILIAL CRIME,107
1444,2014,13,FAMILIAL CRIMES,56
1445,2014,13,FRAUD,435
1446,2014,13,GAMBLING,49
1447,2014,13,KIDNAPPING,11
1448,2014,13,MURDER,16
1449,2014,13,OTHER,811
1450,2014,13,ROBBERY,627
1451,2014,13,SEXUAL CRIMES,158
1452,2014,13,THEFT,1826
1453,2014,13,VANDALISM,854
1454,2014,13,WEAPON,84
1455,2014,14,ASSAULT,481
1456,2014,14,BATTERY,951
1457,2014,14,BURGLARY,1923
1458,2014,14,FAMILIAL CRIME,34
1459,2014,14,FAMILIAL CRIMES,29
1460,2014,14,FRAUD,1240
1461,2014,14,GAMBLING,98
1462,2014,14,KIDNAPPING,9
1463,2014,14,MURDER,1
1464,2014,14,OTHER,715
1465,2014,14,ROBBERY,247
1466,2014,14,SEXUAL CRIMES,228
1467,2014,14,THEFT,2212
1468,2014,14,VANDALISM,1026
1469,2014,14,WEAPON,52
1470,2014,15,ASSAULT,738
1471,2014,15,BATTERY,942
1472,2014,15,BURGLARY,1775
1473,2014,15,FAMILIAL CRIME,92
1474,2014,15,FAMILIAL CRIMES,33
1475,2014,15,FRAUD,1470
1476,2014,15,GAMBLING,83
1477,2014,15,KIDNAPPING,14
1478,2014,15,MURDER,7
1479,2014,15,OTHER,817
1480,2014,15,ROBBERY,185
1481,2014,15,SEXUAL CRIMES,265
1482,2014,15,THEFT,1939
1483,2014,15,VANDALISM,1077
1484,2014,15,WEAPON,51
1485,2014,16,ASSAULT,812
1486,2014,16,BATTERY,580
1487,2014,16,BURGLARY,866
1488,2014,16,FAMILIAL CRIME,135
1489,2014,16,FAMILIAL CRIMES,21
1490,2014,16,FRAUD,938
1491,2014,16,GAMBLING,68
1492,2014,16,KIDNAPPING,14
1493,2014,16,MURDER,14
1494,2014,16,OTHER,622
1495,2014,16,ROBBERY,190
1496,2014,16,SEXUAL CRIMES,190
1497,2014,16,THEFT,1493
1498,2014,16,VANDALISM,745
1499,2014,16,WEAPON,51
1500,2014,17,ASSAULT,697
1501,2014,17,BATTERY,652
1502,2014,17,BURGLARY,1461
1503,2014,17,FAMILIAL CRIME,82
1504,2014,17,FAMILIAL CRIMES,18
1505,2014,17,FRAUD,1627
1506,2014,17,GAMBLING,112
1507,2014,17,KIDNAPPING,6
1508,2014,17,MURDER,2
1509,2014,17,OTHER,669
1510,2014,17,ROBBERY,138
1511,2014,17,SEXUAL CRIMES,223
1512,2014,17,THEFT,1497
1513,2014,17,VANDALISM,732
1514,2014,17,WEAPON,45
1515,2014,18,ASSAULT,1907
1516,2014,18,BATTERY,1173
1517,2014,18,BURGLARY,1387
1518,2014,18,FAMILIAL CRIME,156
1519,2014,18,FAMILIAL CRIMES,50
1520,2014,18,FRAUD,426
1521,2014,18,GAMBLING,4
1522,2014,18,KIDNAPPING,27
1523,2014,18,MURDER,41
1524,2014,18,OTHER,834
1525,2014,18,ROBBERY,775
1526,2014,18,SEXUAL CRIMES,221
1527,2014,18,THEFT,1777
1528,2014,18,VANDALISM,1022
1529,2014,18,WEAPON,138
1530,2014,19,ASSAULT,1152
1531,2014,19,BATTERY,779
1532,2014,19,BURGLARY,1325
1533,2014,19,FAMILIAL CRIME,208
1534,2014,19,FAMILIAL CRIMES,68
1535,2014,19,FRAUD,1388
1536,2014,19,GAMBLING,64
1537,2014,19,KIDNAPPING,10
1538,2014,19,MURDER,14
1539,2014,19,OTHER,916
1540,2014,19,ROBBERY,292
1541,2014,19,SEXUAL CRIMES,262
1542,2014,19,THEFT,1792
1543,2014,19,VANDALISM,964
1544,2014,19,WEAPON,54
1545,2014,20,ASSAULT,1064
1546,2014,20,BATTERY,1307
1547,2014,20,BURGLARY,1261
1548,2014,20,FAMILIAL CRIME,113
1549,2014,20,FAMILIAL CRIMES,35
1550,2014,20,FRAUD,828
1551,2014,20,GAMBLING,93
1552,2014,20,KIDNAPPING,10
1553,2014,20,MURDER,10
1554,2014,20,OTHER,655
1555,2014,20,ROBBERY,529
1556,2014,20,SEXUAL CRIMES,237
1557,2014,20,THEFT,1468
1558,2014,20,VANDALISM,860
1559,2014,20,WEAPON,57
1560,2014,21,ASSAULT,817
1561,2014,21,BATTERY,656
1562,2014,21,BURGLARY,1430
1563,2014,21,FAMILIAL CRIME,93
1564,2014,21,FAMILIAL CRIMES,17
1565,2014,21,FRAUD,1710
1566,2014,21,GAMBLING,97
1567,2014,21,KIDNAPPING,8
1568,2014,21,MURDER,2
1569,2014,21,OTHER,683
1570,2014,21,ROBBERY,194
1571,2014,21,SEXUAL CRIMES,202
1572,2014,21,THEFT,1291
1573,2014,21,VANDALISM,765
1574,2014,21,WEAPON,31
1575,2015,1,ASSAULT,1371
1576,2015,1,BATTERY,1545
1577,2015,1,BURGLARY,974
1578,2015,1,FAMILIAL CRIME,22
1579,2015,1,FAMILIAL CRIMES,4
1580,2015,1,FRAUD,833
1581,2015,1,GAMBLING,50
1582,2015,1,KIDNAPPING,19
1583,2015,1,MURDER,11
1584,2015,1,OTHER,726
1585,2015,1,ROBBERY,688
1586,2015,1,SEXUAL CRIMES,245
1587,2015,1,THEFT,1690
1588,2015,1,VANDALISM,810
1589,2015,1,WEAPON,102
1590,2015,2,ASSAULT,1434
1591,2015,2,BATTERY,1027
1592,2015,2,BURGLARY,1158
1593,2015,2,FAMILIAL CRIME,114
1594,2015,2,FAMILIAL CRIMES,44
1595,2015,2,FRAUD,615
1596,2015,2,GAMBLING,30
1597,2015,2,KIDNAPPING,11
1598,2015,2,MURDER,11
1599,2015,2,OTHER,692
1600,2015,2,ROBBERY,663
1601,2015,2,SEXUAL CRIMES,239
1602,2015,2,THEFT,1577
1603,2015,2,VANDALISM,878
1604,2015,2,WEAPON,127
1605,2015,3,ASSAULT,1836
1606,2015,3,BATTERY,1414
1607,2015,3,BURGLARY,1653
1608,2015,3,FAMILIAL CRIME,152
1609,2015,3,FAMILIAL CRIMES,43
1610,2015,3,FRAUD,1558
1611,2015,3,GAMBLING,45
1612,2015,3,KIDNAPPING,23
1613,2015,3,MURDER,21
1614,2015,3,OTHER,1034
1615,2015,3,ROBBERY,817
1616,2015,3,SEXUAL CRIMES,329
1617,2015,3,THEFT,2306
1618,2015,3,VANDALISM,1182
1619,2015,3,WEAPON,152
1620,2015,4,ASSAULT,1188
